Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Hour,Request Day of Week,Trip Duration (minutes)
112,Airport,116,Trip completed,2016-07-11 05:01:00,2016-07-11 06:04:00,5,Monday,63.0
213,City,116,Trip completed,2016-07-11 06:15:00,2016-07-11 06:57:00,6,Monday,42.0
1818,Airport,116,Trip completed,2016-07-12 09:29:00,2016-07-12 10:38:00,9,Tuesday,69.0
2018,Airport,116,Trip completed,2016-07-12 13:39:00,2016-07-12 14:19:00,13,Tuesday,40.0
3231,Airport,116,Trip completed,2016-07-13 09:57:52,2016-07-13 10:48:18,9,Wednesday,50.43333333333333
3378,Airport,116,Trip completed,2016-07-13 14:19:59,2016-07-13 14:58:52,14,Wednesday,38.88333333333333
3896,City,116,Trip completed,2016-07-13 21:55:01,2016-07-13 22:54:33,21,Wednesday,59.53333333333333
4828,City,116,Trip completed,2016-07-14 17:26:14,2016-07-14 17:59:47,17,Thursday,33.55
5944,City,116,Trip completed,2016-07-15 10:23:18,2016-07-15 11:33:59,10,Friday,70.68333333333334
6245,Airport,116,Trip completed,2016-07-15 17:58:28,2016-07-15 18:57:00,17,Friday,58.53333333333333
3957,City,117,Trip completed,2016-07-13 22:42:16,2016-07-13 23:43:32,22,Wednesday,61.266666666666666
4066,Airport,117,Trip completed,2016-07-14 01:56:01,2016-07-14 03:07:14,1,Thursday,71.21666666666667
4691,City,117,Trip completed,2016-07-14 13:01:57,2016-07-14 13:54:26,13,Thursday,52.483333333333334
6153,Airport,117,Trip completed,2016-07-15 16:23:13,2016-07-15 17:33:03,16,Friday,69.83333333333333
260,City,118,Trip completed,2016-07-11 06:45:00,2016-07-11 07:54:00,6,Monday,69.0
1077,Airport,118,Trip completed,2016-07-11 19:55:00,2016-07-11 20:44:00,19,Monday,49.0
1316,City,118,Trip completed,2016-07-11 22:54:00,2016-07-11 23:45:00,22,Monday,51.0
1754,City,118,Trip completed,2016-07-12 08:42:00,2016-07-12 09:39:00,8,Tuesday,57.0
2086,City,118,Trip completed,2016-07-12 15:44:00,2016-07-12 16:30:00,15,Tuesday,46.0
3044,Airport,118,Trip completed,2016-07-13 07:38:41,2016-07-13 08:19:23,7,Wednesday,40.7
3295,City,118,Trip completed,2016-07-13 11:32:01,2016-07-13 12:15:03,11,Wednesday,43.03333333333333
3347,Airport,118,Trip completed,2016-07-13 12:58:15,2016-07-13 13:54:49,12,Wednesday,56.56666666666667
3801,Airport,118,Trip completed,2016-07-13 20:59:37,2016-07-13 21:37:51,20,Wednesday,38.233333333333334
4249,City,118,Trip completed,2016-07-14 06:03:18,2016-07-14 06:57:26,6,Thursday,54.13333333333333
5096,Airport,118,Trip completed,2016-07-14 19:52:09,2016-07-14 20:49:12,19,Thursday,57.05
5892,City,118,Trip completed,2016-07-15 09:48:14,2016-07-15 10:46:16,9,Friday,58.03333333333333
6281,Airport,118,Trip completed,2016-07-15 18:16:59,2016-07-15 19:23:29,18,Friday,66.5
6497,City,118,Trip completed,2016-07-15 20:29:43,2016-07-15 21:15:32,20,Friday,45.81666666666667
13,City,119,Trip completed,2016-07-11 01:08:00,2016-07-11 01:58:00,1,Monday,50.0
1907,City,119,Trip completed,2016-07-12 10:36:00,2016-07-12 11:53:00,10,Tuesday,77.0
3074,City,119,Trip completed,2016-07-13 08:03:34,2016-07-13 09:11:31,8,Wednesday,67.95
3441,City,119,Trip completed,2016-07-13 16:27:50,2016-07-13 17:43:04,16,Wednesday,75.23333333333333
3651,City,119,Trip completed,2016-07-13 19:13:47,2016-07-13 20:21:51,19,Wednesday,68.06666666666666
4093,City,119,Trip completed,2016-07-14 03:06:29,2016-07-14 04:03:44,3,Thursday,57.25
4339,City,119,Trip completed,2016-07-14 07:13:49,2016-07-14 07:50:21,7,Thursday,36.53333333333333
4753,City,119,Trip completed,2016-07-14 15:18:12,2016-07-14 16:23:40,15,Thursday,65.46666666666667
5933,City,119,Trip completed,2016-07-15 10:12:18,2016-07-15 11:01:40,10,Friday,49.36666666666667
1184,City,120,Trip completed,2016-07-11 21:01:00,2016-07-11 22:11:00,21,Monday,70.0
1402,Airport,120,Trip completed,2016-07-12 02:48:00,2016-07-12 03:48:00,2,Tuesday,60.0
1597,City,120,Trip completed,2016-07-12 06:40:00,2016-07-12 07:42:00,6,Tuesday,62.0
2702,City,120,Trip completed,2016-07-13 01:12:24,2016-07-13 02:20:13,1,Wednesday,67.81666666666666
2996,City,120,Trip completed,2016-07-13 07:13:58,2016-07-13 08:10:12,7,Wednesday,56.233333333333334
4857,Airport,120,Trip completed,2016-07-14 17:34:19,2016-07-14 18:25:16,17,Thursday,50.95
6661,City,120,Trip completed,2016-07-15 22:20:23,2016-07-15 23:21:03,22,Friday,60.666666666666664
134,Airport,121,Trip completed,2016-07-11 05:13:00,2016-07-11 06:14:00,5,Monday,61.0
598,City,121,Trip completed,2016-07-11 11:36:00,2016-07-11 12:17:00,11,Monday,41.0
726,Airport,121,Trip completed,2016-07-11 15:00:00,2016-07-11 16:03:00,15,Monday,63.0
832,Airport,121,Trip completed,2016-07-11 17:38:00,2016-07-11 18:16:00,17,Monday,38.0
2065,City,121,Trip completed,2016-07-12 15:06:00,2016-07-12 16:10:00,15,Tuesday,64.0
2701,Airport,121,Trip completed,2016-07-13 01:04:42,2016-07-13 01:52:45,1,Wednesday,48.05
3429,City,121,Trip completed,2016-07-13 15:59:29,2016-07-13 16:58:03,15,Wednesday,58.56666666666667
3645,City,121,Trip completed,2016-07-13 19:07:39,2016-07-13 20:00:18,19,Wednesday,52.65
4958,City,121,Trip completed,2016-07-14 18:36:12,2016-07-14 19:46:51,18,Thursday,70.65
5474,City,121,Trip completed,2016-07-15 04:45:24,2016-07-15 05:52:14,4,Friday,66.83333333333333
6088,City,121,Trip completed,2016-07-15 14:29:35,2016-07-15 15:24:34,14,Friday,54.983333333333334
6714,Airport,121,Trip completed,2016-07-15 23:12:34,2016-07-16 00:04:20,23,Friday,51.766666666666666
1024,Airport,122,Trip completed,2016-07-11 19:20:00,2016-07-11 20:20:00,19,Monday,60.0
1452,City,122,Trip completed,2016-07-12 04:52:00,2016-07-12 05:41:00,4,Tuesday,49.0
2507,City,122,Trip completed,2016-07-12 21:05:00,2016-07-12 21:30:00,21,Tuesday,25.0
3052,Airport,122,Trip completed,2016-07-13 07:43:26,2016-07-13 08:53:01,7,Wednesday,69.58333333333333
4702,Airport,122,Trip completed,2016-07-14 13:13:14,2016-07-14 13:43:14,13,Thursday,30.0
4830,Airport,122,Trip completed,2016-07-14 17:23:33,2016-07-14 18:36:07,17,Thursday,72.56666666666666
5920,Airport,122,Trip completed,2016-07-15 10:06:21,2016-07-15 10:41:40,10,Friday,35.31666666666667
533,Airport,123,Trip completed,2016-07-11 09:55:00,2016-07-11 10:58:00,9,Monday,63.0
1368,City,123,Trip completed,2016-07-12 00:07:00,2016-07-12 00:50:00,0,Tuesday,43.0
2499,Airport,123,Trip completed,2016-07-12 20:55:00,2016-07-12 22:03:00,20,Tuesday,68.0
2962,City,123,Trip completed,2016-07-13 06:47:53,2016-07-13 07:58:34,6,Wednesday,70.68333333333334
3617,Airport,123,Trip completed,2016-07-13 18:55:13,2016-07-13 20:07:29,18,Wednesday,72.26666666666667
5370,City,123,Trip completed,2016-07-14 23:43:29,2016-07-15 00:33:38,23,Thursday,50.15
47,City,124,Trip completed,2016-07-11 03:22:00,2016-07-11 04:35:00,3,Monday,73.0
270,City,124,Trip completed,2016-07-11 06:54:00,2016-07-11 07:50:00,6,Monday,56.0
1007,City,124,Trip completed,2016-07-11 19:14:00,2016-07-11 19:46:00,19,Monday,32.0
2372,City,124,Trip completed,2016-07-12 19:35:00,2016-07-12 20:13:00,19,Tuesday,38.0
3584,Airport,124,Trip completed,2016-07-13 18:29:45,2016-07-13 19:37:39,18,Wednesday,67.9
4645,Airport,124,Trip completed,2016-07-14 11:45:40,2016-07-14 12:52:26,11,Thursday,66.76666666666667
5219,City,124,Trip completed,2016-07-14 21:00:35,2016-07-14 22:05:19,21,Thursday,64.73333333333333
5559,Airport,124,Trip completed,2016-07-15 05:39:41,2016-07-15 06:52:07,5,Friday,72.43333333333334
631,Airport,125,Trip completed,2016-07-11 12:19:00,2016-07-11 13:28:00,12,Monday,69.0
775,City,125,Trip completed,2016-07-11 16:29:00,2016-07-11 17:35:00,16,Monday,66.0
1006,Airport,125,Trip completed,2016-07-11 19:08:00,2016-07-11 19:40:00,19,Monday,32.0
1995,City,125,Trip completed,2016-07-12 12:51:00,2016-07-12 14:01:00,12,Tuesday,70.0
2248,City,125,Trip completed,2016-07-12 18:23:00,2016-07-12 19:01:00,18,Tuesday,38.0
2540,Airport,125,Trip completed,2016-07-12 21:15:00,2016-07-12 22:01:00,21,Tuesday,46.0
3037,Airport,125,Trip completed,2016-07-13 07:33:22,2016-07-13 08:27:04,7,Wednesday,53.7
3419,Airport,125,Trip completed,2016-07-13 15:42:30,2016-07-13 16:10:35,15,Wednesday,28.083333333333332
3987,City,125,Trip completed,2016-07-13 23:18:16,2016-07-13 23:57:04,23,Wednesday,38.8
4458,City,125,Trip completed,2016-07-14 08:38:20,2016-07-14 09:44:43,8,Thursday,66.38333333333334
4987,Airport,125,Trip completed,2016-07-14 18:46:09,2016-07-14 19:52:35,18,Thursday,66.43333333333334
5868,City,125,Trip completed,2016-07-15 09:16:06,2016-07-15 10:34:41,9,Friday,78.58333333333333
6413,Airport,125,Trip completed,2016-07-15 19:40:26,2016-07-15 20:18:14,19,Friday,37.8
6533,City,125,Trip completed,2016-07-15 20:52:48,2016-07-15 21:25:25,20,Friday,32.61666666666667
90,Airport,126,Trip completed,2016-07-11 04:53:00,2016-07-11 05:34:00,4,Monday,41.0
532,City,126,Trip completed,2016-07-11 09:53:00,2016-07-11 11:11:00,9,Monday,78.0
1110,City,126,Trip completed,2016-07-11 20:17:00,2016-07-11 21:30:00,20,Monday,73.0
1759,Airport,126,Trip completed,2016-07-12 08:46:00,2016-07-12 09:56:00,8,Tuesday,70.0
2147,City,126,Trip completed,2016-07-12 17:21:00,2016-07-12 18:27:00,17,Tuesday,66.0
3254,Airport,126,Trip completed,2016-07-13 10:11:48,2016-07-13 11:06:30,10,Wednesday,54.7
3381,Airport,126,Trip completed,2016-07-13 14:25:14,2016-07-13 15:15:11,14,Wednesday,49.95
3656,City,126,Trip completed,2016-07-13 19:11:20,2016-07-13 20:32:31,19,Wednesday,81.18333333333334
3948,Airport,126,Trip completed,2016-07-13 22:37:48,2016-07-13 23:13:03,22,Wednesday,35.25
4520,City,126,Trip completed,2016-07-14 09:23:37,2016-07-14 10:19:52,9,Thursday,56.25
4723,Airport,126,Trip completed,2016-07-14 13:50:06,2016-07-14 14:36:31,13,Thursday,46.416666666666664
5176,City,126,Trip completed,2016-07-14 20:37:58,2016-07-14 21:38:02,20,Thursday,60.06666666666667
6338,City,126,Trip completed,2016-07-15 18:46:41,2016-07-15 19:52:54,18,Friday,66.21666666666667
6557,Airport,126,Trip completed,2016-07-15 21:00:35,2016-07-15 21:40:52,21,Friday,40.28333333333333
504,City,127,Trip completed,2016-07-11 09:40:00,2016-07-11 10:48:00,9,Monday,68.0
640,Airport,127,Trip completed,2016-07-11 12:27:00,2016-07-11 13:39:00,12,Monday,72.0
1206,City,127,Trip completed,2016-07-11 21:24:00,2016-07-11 22:14:00,21,Monday,50.0
1851,Airport,127,Trip completed,2016-07-12 09:48:00,2016-07-12 10:58:00,9,Tuesday,70.0
2412,Airport,127,Trip completed,2016-07-12 19:59:00,2016-07-12 20:58:00,19,Tuesday,59.0
3300,Airport,127,Trip completed,2016-07-13 11:42:51,2016-07-13 12:50:23,11,Wednesday,67.53333333333333
3648,City,127,Trip completed,2016-07-13 19:13:25,2016-07-13 19:58:54,19,Wednesday,45.483333333333334
6020,City,127,Trip completed,2016-07-15 12:46:16,2016-07-15 13:25:19,12,Friday,39.05
6682,City,127,Trip completed,2016-07-15 22:35:23,2016-07-15 23:03:53,22,Friday,28.5
878,City,128,Trip completed,2016-07-11 18:09:00,2016-07-11 18:49:00,18,Monday,40.0
1014,Airport,128,Trip completed,2016-07-11 19:14:00,2016-07-11 20:06:00,19,Monday,52.0
1628,Airport,128,Trip completed,2016-07-12 07:05:00,2016-07-12 08:17:00,7,Tuesday,72.0
2416,City,128,Trip completed,2016-07-12 20:06:00,2016-07-12 21:09:00,20,Tuesday,63.0
2974,Airport,128,Trip completed,2016-07-13 06:46:54,2016-07-13 08:04:32,6,Wednesday,77.63333333333334
3273,Airport,128,Trip completed,2016-07-13 10:38:37,2016-07-13 11:15:05,10,Wednesday,36.46666666666667
4210,City,128,Trip completed,2016-07-14 05:38:07,2016-07-14 06:44:04,5,Thursday,65.95
4454,City,128,Trip completed,2016-07-14 08:32:04,2016-07-14 09:21:26,8,Thursday,49.36666666666667
4732,Airport,128,Trip completed,2016-07-14 14:13:45,2016-07-14 15:12:03,14,Thursday,58.3
5024,City,128,Trip completed,2016-07-14 19:09:39,2016-07-14 20:20:11,19,Thursday,70.53333333333333
5799,Airport,128,Trip completed,2016-07-15 08:41:47,2016-07-15 09:11:50,8,Friday,30.05
6676,Airport,128,Trip completed,2016-07-15 22:25:17,2016-07-15 23:43:26,22,Friday,78.15
343,City,129,Trip completed,2016-07-11 07:57:00,2016-07-11 08:55:00,7,Monday,58.0
1002,Airport,129,Trip completed,2016-07-11 19:14:00,2016-07-11 20:01:00,19,Monday,47.0
1571,Airport,129,Trip completed,2016-07-12 06:28:00,2016-07-12 07:41:00,6,Tuesday,73.0
1954,Airport,129,Trip completed,2016-07-12 11:43:00,2016-07-12 12:08:00,11,Tuesday,25.0
3436,Airport,129,Trip completed,2016-07-13 16:11:34,2016-07-13 17:07:29,16,Wednesday,55.916666666666664
5193,Airport,129,Trip completed,2016-07-14 20:45:13,2016-07-14 21:30:32,20,Thursday,45.31666666666667
5555,City,129,Trip completed,2016-07-15 05:44:27,2016-07-15 06:28:13,5,Friday,43.766666666666666
5674,Airport,129,Trip completed,2016-07-15 07:06:23,2016-07-15 07:47:08,7,Friday,40.75
6596,City,129,Trip completed,2016-07-15 21:33:21,2016-07-15 22:22:03,21,Friday,48.7
123,City,130,Trip completed,2016-07-11 05:12:00,2016-07-11 06:14:00,5,Monday,62.0
479,Airport,130,Trip completed,2016-07-11 09:27:00,2016-07-11 10:44:00,9,Monday,77.0
657,City,130,Trip completed,2016-07-11 12:55:00,2016-07-11 13:46:00,12,Monday,51.0
975,Airport,130,Trip completed,2016-07-11 18:54:00,2016-07-11 20:05:00,18,Monday,71.0
1307,Airport,130,Trip completed,2016-07-11 22:42:00,2016-07-11 23:07:00,22,Monday,25.0
1672,City,130,Trip completed,2016-07-12 07:37:00,2016-07-12 08:13:00,7,Tuesday,36.0
1942,Airport,130,Trip completed,2016-07-12 11:26:00,2016-07-12 12:27:00,11,Tuesday,61.0
3382,City,130,Trip completed,2016-07-13 14:24:58,2016-07-13 15:19:21,14,Wednesday,54.38333333333333
4284,Airport,130,Trip completed,2016-07-14 06:33:45,2016-07-14 07:10:54,6,Thursday,37.15
6734,Airport,130,Trip completed,2016-07-15 23:37:11,2016-07-16 00:25:19,23,Friday,48.13333333333333
281,City,131,Trip completed,2016-07-11 07:01:00,2016-07-11 08:10:00,7,Monday,69.0
1902,City,131,Trip completed,2016-07-12 10:34:00,2016-07-12 11:46:00,10,Tuesday,72.0
2691,Airport,131,Trip completed,2016-07-13 00:44:02,2016-07-13 01:41:13,0,Wednesday,57.18333333333333
4430,City,131,Trip completed,2016-07-14 08:21:08,2016-07-14 08:58:13,8,Thursday,37.083333333333336
4779,City,131,Trip completed,2016-07-14 16:31:49,2016-07-14 16:59:30,16,Thursday,27.683333333333334
5097,City,131,Trip completed,2016-07-14 19:52:18,2016-07-14 20:49:31,19,Thursday,57.21666666666667
405,City,132,Trip completed,2016-07-11 08:29:00,2016-07-11 09:35:00,8,Monday,66.0
585,City,132,Trip completed,2016-07-11 11:16:00,2016-07-11 11:57:00,11,Monday,41.0
729,Airport,132,Trip completed,2016-07-11 15:14:00,2016-07-11 15:50:00,15,Monday,36.0
1046,Airport,132,Trip completed,2016-07-11 19:31:00,2016-07-11 20:12:00,19,Monday,41.0
1663,Airport,132,Trip completed,2016-07-12 07:33:00,2016-07-12 08:21:00,7,Tuesday,48.0
4027,City,132,Trip completed,2016-07-13 00:07:58,2016-07-13 01:25:16,0,Wednesday,77.3
2876,City,132,Trip completed,2016-07-13 05:49:57,2016-07-13 06:27:39,5,Wednesday,37.7
3767,Airport,132,Trip completed,2016-07-13 20:35:07,2016-07-13 21:09:11,20,Wednesday,34.06666666666667
5948,City,132,Trip completed,2016-07-15 10:36:47,2016-07-15 11:36:14,10,Friday,59.45
6027,Airport,132,Trip completed,2016-07-15 12:46:48,2016-07-15 13:36:00,12,Friday,49.2
701,City,133,Trip completed,2016-07-11 14:01:00,2016-07-11 15:00:00,14,Monday,59.0
1529,City,133,Trip completed,2016-07-12 05:56:00,2016-07-12 06:49:00,5,Tuesday,53.0
2060,Airport,133,Trip completed,2016-07-12 15:04:00,2016-07-12 15:37:00,15,Tuesday,33.0
2262,City,133,Trip completed,2016-07-12 18:30:00,2016-07-12 18:59:00,18,Tuesday,29.0
4425,City,133,Trip completed,2016-07-14 08:24:55,2016-07-14 08:58:52,8,Thursday,33.95
4710,City,133,Trip completed,2016-07-14 13:26:42,2016-07-14 13:58:09,13,Thursday,31.45
5732,Airport,133,Trip completed,2016-07-15 07:47:52,2016-07-15 08:21:15,7,Friday,33.38333333333333
142,City,134,Trip completed,2016-07-11 05:25:00,2016-07-11 06:19:00,5,Monday,54.0
430,City,134,Trip completed,2016-07-11 08:49:00,2016-07-11 09:47:00,8,Monday,58.0
612,Airport,134,Trip completed,2016-07-11 11:47:00,2016-07-11 12:37:00,11,Monday,50.0
927,Airport,134,Trip completed,2016-07-11 18:22:00,2016-07-11 18:59:00,18,Monday,37.0
1010,City,134,Trip completed,2016-07-11 19:14:00,2016-07-11 20:09:00,19,Monday,55.0
1845,Airport,134,Trip completed,2016-07-12 09:41:00,2016-07-12 10:52:00,9,Tuesday,71.0
2234,Airport,134,Trip completed,2016-07-12 18:19:00,2016-07-12 19:03:00,18,Tuesday,44.0
2633,Airport,134,Trip completed,2016-07-12 22:18:00,2016-07-12 23:06:00,22,Tuesday,48.0
4012,Airport,134,Trip completed,2016-07-13 23:54:19,2016-07-14 00:37:22,23,Wednesday,43.05
5039,City,134,Trip completed,2016-07-14 19:20:34,2016-07-14 19:53:53,19,Thursday,33.31666666666667
6760,Airport,134,Trip completed,2016-07-15 00:03:52,2016-07-15 00:47:44,0,Friday,43.86666666666667
5681,City,134,Trip completed,2016-07-15 07:17:21,2016-07-15 07:48:28,7,Friday,31.116666666666667
6253,Airport,134,Trip completed,2016-07-15 18:01:55,2016-07-15 18:57:17,18,Friday,55.36666666666667
6558,Airport,134,Trip completed,2016-07-15 21:05:27,2016-07-15 22:05:47,21,Friday,60.333333333333336
565,City,135,Trip completed,2016-07-11 10:19:00,2016-07-11 11:26:00,10,Monday,67.0
599,Airport,135,Trip completed,2016-07-11 11:38:00,2016-07-11 12:45:00,11,Monday,67.0
1772,Airport,135,Trip completed,2016-07-12 08:54:00,2016-07-12 09:32:00,8,Tuesday,38.0
3357,Airport,135,Trip completed,2016-07-13 13:27:44,2016-07-13 14:15:43,13,Wednesday,47.983333333333334
4408,City,135,Trip completed,2016-07-14 08:02:46,2016-07-14 08:40:21,8,Thursday,37.583333333333336
1363,Airport,136,Trip completed,2016-07-11 00:00:00,2016-07-11 01:11:00,0,Monday,71.0
625,Airport,136,Trip completed,2016-07-11 12:05:00,2016-07-11 13:15:00,12,Monday,70.0
1636,Airport,136,Trip completed,2016-07-12 07:17:00,2016-07-12 07:47:00,7,Tuesday,30.0
2253,Airport,136,Trip completed,2016-07-12 18:22:00,2016-07-12 19:31:00,18,Tuesday,69.0
3471,Airport,136,Trip completed,2016-07-13 17:13:14,2016-07-13 18:22:53,17,Wednesday,69.65
4402,City,136,Trip completed,2016-07-14 08:04:44,2016-07-14 09:10:17,8,Thursday,65.55
458,Airport,137,Trip completed,2016-07-11 09:12:00,2016-07-11 10:24:00,9,Monday,72.0
681,City,137,Trip completed,2016-07-11 13:32:00,2016-07-11 14:18:00,13,Monday,46.0
1084,Airport,137,Trip completed,2016-07-11 19:59:00,2016-07-11 20:33:00,19,Monday,34.0
1896,Airport,137,Trip completed,2016-07-12 10:23:00,2016-07-12 11:25:00,10,Tuesday,62.0
3132,Airport,137,Trip completed,2016-07-13 08:43:36,2016-07-13 09:54:19,8,Wednesday,70.71666666666667
3940,City,137,Trip completed,2016-07-13 22:23:42,2016-07-13 23:09:05,22,Wednesday,45.38333333333333
4943,Airport,137,Trip completed,2016-07-14 18:27:08,2016-07-14 19:22:11,18,Thursday,55.05
5537,Airport,137,Trip completed,2016-07-15 05:28:13,2016-07-15 05:55:18,5,Friday,27.083333333333332
6310,City,137,Trip completed,2016-07-15 18:25:32,2016-07-15 19:01:48,18,Friday,36.266666666666666
6587,Airport,137,Trip completed,2016-07-15 21:24:21,2016-07-15 22:03:39,21,Friday,39.3
6756,City,137,Trip completed,2016-07-15 23:57:25,2016-07-16 00:51:09,23,Friday,53.733333333333334
97,City,138,Trip completed,2016-07-11 05:01:00,2016-07-11 05:39:00,5,Monday,38.0
1266,Airport,138,Trip completed,2016-07-11 22:00:00,2016-07-11 22:55:00,22,Monday,55.0
2118,Airport,138,Trip completed,2016-07-12 16:41:00,2016-07-12 17:49:00,16,Tuesday,68.0
2906,Airport,138,Trip completed,2016-07-13 06:09:40,2016-07-13 07:16:02,6,Wednesday,66.36666666666666
3432,Airport,138,Trip completed,2016-07-13 16:07:50,2016-07-13 17:02:17,16,Wednesday,54.45
5921,City,138,Trip completed,2016-07-15 10:04:07,2016-07-15 10:42:07,10,Friday,38.0
6192,Airport,138,Trip completed,2016-07-15 17:12:21,2016-07-15 18:20:41,17,Friday,68.33333333333333
6705,Airport,138,Trip completed,2016-07-15 22:57:10,2016-07-16 00:09:36,22,Friday,72.43333333333334
242,Airport,139,Trip completed,2016-07-11 06:31:00,2016-07-11 07:21:00,6,Monday,50.0
1359,City,139,Trip completed,2016-07-11 23:51:00,2016-07-12 00:50:00,23,Monday,59.0
1865,Airport,139,Trip completed,2016-07-12 09:50:00,2016-07-12 10:58:00,9,Tuesday,68.0
2024,Airport,139,Trip completed,2016-07-12 13:55:00,2016-07-12 14:32:00,13,Tuesday,37.0
2768,Airport,139,Trip completed,2016-07-13 04:17:53,2016-07-13 04:45:45,4,Wednesday,27.866666666666667
3067,City,139,Trip completed,2016-07-13 07:59:39,2016-07-13 09:01:06,7,Wednesday,61.45
3316,Airport,139,Trip completed,2016-07-13 12:02:32,2016-07-13 13:02:04,12,Wednesday,59.53333333333333
4084,Airport,139,Trip completed,2016-07-14 02:44:19,2016-07-14 03:44:02,2,Thursday,59.71666666666667
4858,City,139,Trip completed,2016-07-14 17:33:22,2016-07-14 18:12:23,17,Thursday,39.016666666666666
5566,Airport,139,Trip completed,2016-07-15 05:43:35,2016-07-15 06:59:52,5,Friday,76.28333333333333
6384,Airport,139,Trip completed,2016-07-15 19:21:28,2016-07-15 20:26:09,19,Friday,64.68333333333334
2001,Airport,140,Trip completed,2016-07-12 13:01:00,2016-07-12 14:00:00,13,Tuesday,59.0
3483,City,140,Trip completed,2016-07-13 17:23:24,2016-07-13 18:36:41,17,Wednesday,73.28333333333333
3990,Airport,140,Trip completed,2016-07-13 23:20:17,2016-07-13 23:50:57,23,Wednesday,30.666666666666668
4531,City,140,Trip completed,2016-07-14 09:29:03,2016-07-14 10:30:52,9,Thursday,61.81666666666667
5518,City,140,Trip completed,2016-07-15 05:15:31,2016-07-15 06:16:58,5,Friday,61.45
5869,City,140,Trip completed,2016-07-15 09:22:44,2016-07-15 10:11:52,9,Friday,49.13333333333333
60,City,141,Trip completed,2016-07-11 03:57:00,2016-07-11 04:46:00,3,Monday,49.0
282,City,141,Trip completed,2016-07-11 06:56:00,2016-07-11 08:11:00,6,Monday,75.0
1614,Airport,141,Trip completed,2016-07-12 06:55:00,2016-07-12 07:30:00,6,Tuesday,35.0
2331,Airport,141,Trip completed,2016-07-12 19:13:00,2016-07-12 20:28:00,19,Tuesday,75.0
2825,Airport,141,Trip completed,2016-07-13 05:14:11,2016-07-13 05:51:59,5,Wednesday,37.8
3411,Airport,141,Trip completed,2016-07-13 15:28:43,2016-07-13 16:36:40,15,Wednesday,67.95
4143,Airport,141,Trip completed,2016-07-14 04:51:04,2016-07-14 05:40:46,4,Thursday,49.7
4637,City,141,Trip completed,2016-07-14 11:29:06,2016-07-14 12:16:28,11,Thursday,47.36666666666667
4729,Airport,141,Trip completed,2016-07-14 14:04:28,2016-07-14 15:11:08,14,Thursday,66.66666666666667
5318,Airport,141,Trip completed,2016-07-14 22:08:44,2016-07-14 22:58:08,22,Thursday,49.4
6619,City,141,Trip completed,2016-07-15 21:52:30,2016-07-15 22:46:08,21,Friday,53.63333333333333
444,Airport,142,Trip completed,2016-07-11 09:09:00,2016-07-11 09:52:00,9,Monday,43.0
1260,Airport,142,Trip completed,2016-07-11 21:59:00,2016-07-11 23:10:00,21,Monday,71.0
1976,Airport,142,Trip completed,2016-07-12 12:18:00,2016-07-12 13:30:00,12,Tuesday,72.0
2096,Airport,142,Trip completed,2016-07-12 16:01:00,2016-07-12 17:04:00,16,Tuesday,63.0
2732,City,142,Trip completed,2016-07-13 02:33:50,2016-07-13 03:38:59,2,Wednesday,65.15
5383,City,142,Trip completed,2016-07-14 00:03:46,2016-07-14 00:34:07,0,Thursday,30.35
4156,City,142,Trip completed,2016-07-14 05:07:48,2016-07-14 06:06:59,5,Thursday,59.18333333333333
4761,City,142,Trip completed,2016-07-14 15:31:28,2016-07-14 15:52:43,15,Thursday,21.25
6446,Airport,142,Trip completed,2016-07-15 20:02:19,2016-07-15 20:53:07,20,Friday,50.8
6610,City,142,Trip completed,2016-07-15 21:49:16,2016-07-15 23:01:42,21,Friday,72.43333333333334
638,City,143,Trip completed,2016-07-11 12:30:00,2016-07-11 13:14:00,12,Monday,44.0
1644,Airport,143,Trip completed,2016-07-12 07:16:00,2016-07-12 07:58:00,7,Tuesday,42.0
2040,Airport,143,Trip completed,2016-07-12 14:25:00,2016-07-12 14:57:00,14,Tuesday,32.0
2794,City,143,Trip completed,2016-07-13 04:55:18,2016-07-13 06:01:54,4,Wednesday,66.6
3172,Airport,143,Trip completed,2016-07-13 09:13:30,2016-07-13 10:24:06,9,Wednesday,70.6
6559,Airport,143,Trip completed,2016-07-15 21:00:38,2016-07-15 21:58:22,21,Friday,57.733333333333334
243,City,144,Trip completed,2016-07-11 06:34:00,2016-07-11 07:09:00,6,Monday,35.0
296,Airport,144,Trip completed,2016-07-11 07:12:00,2016-07-11 07:54:00,7,Monday,42.0
677,City,144,Trip completed,2016-07-11 13:26:00,2016-07-11 13:58:00,13,Monday,32.0
1360,City,144,Trip completed,2016-07-11 23:54:00,2016-07-12 01:09:00,23,Monday,75.0
1916,Airport,144,Trip completed,2016-07-12 10:43:00,2016-07-12 11:11:00,10,Tuesday,28.0
2397,City,144,Trip completed,2016-07-12 19:45:00,2016-07-12 20:19:00,19,Tuesday,34.0
3624,Airport,144,Trip completed,2016-07-13 18:52:47,2016-07-13 19:54:38,18,Wednesday,61.85
4799,City,144,Trip completed,2016-07-14 16:56:18,2016-07-14 17:48:47,16,Thursday,52.483333333333334
5241,City,144,Trip completed,2016-07-14 21:13:16,2016-07-14 21:42:26,21,Thursday,29.166666666666668
6380,Airport,144,Trip completed,2016-07-15 19:19:21,2016-07-15 20:25:19,19,Friday,65.96666666666667
